ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,T2MDEW,TS,WS10M,PRECTOTCORR,RH2M,SoilMoistureIndex,Date
5.62,0.55,375.79,14.86,27.51,3.99,0.39,56.94,0.0014415785944904469,2018-08-21
6.76,0.67,374.53,14.54,28.44,3.23,0.07,54.25,0.00025019327906301234,2018-08-22
6.27,0.62,380.5,14.76,28.8,2.77,0.16,50.94,0.0005648679070477732,2018-08-23
6.31,0.63,371.55,12.88,28.62,3.38,0.11,47.62,0.0003907083431511085,2018-08-24
6.54,0.66,372.43,13.28,28.39,3.05,0.02,50.38,7.16133899963798e-05,2018-08-25
6.54,0.66,379.38,12.09,29.69,4.26,0.0,40.44,0.0,2018-08-26
6.89,0.7,374.62,13.61,30.08,3.3,0.0,47.06,0.0,2018-08-27
7.26,0.74,353.93,11.05,27.74,3.09,0.0,46.81,0.0,2018-08-28
6.85,0.7,376.2,14.15,28.55,2.1,0.0,55.38,0.0,2018-08-29
6.9,0.71,366.83,14.05,28.3,2.48,0.0,54.5,0.0,2018-08-30
6.3,0.66,382.35,13.27,29.06,2.02,0.01,47.88,3.492884673616383e-05,2018-08-31
6.29,0.66,392.73,12.15,30.87,2.38,0.0,39.0,0.0,2018-09-01
5.96,0.62,402.44,11.04,31.0,3.68,0.0,36.44,0.0,2018-09-02
5.61,0.59,395.99,11.34,32.32,2.07,0.0,33.25,0.0,2018-09-03
5.5,0.59,400.27,9.98,32.9,2.91,0.14,31.25,0.000432754265861104,2018-09-04
5.8,0.62,397.99,8.73,33.44,2.84,0.07,28.0,0.00021282798326288101,2018-09-05
4.93,0.53,413.32,6.83,32.59,5.43,0.0,22.94,0.0,2018-09-06
6.01,0.65,400.37,12.58,31.57,3.69,0.03,40.75,9.661978771168752e-05,2018-09-07
5.2,0.56,397.65,14.13,29.01,4.13,0.0,48.38,0.0,2018-09-08
5.13,0.56,396.43,14.85,29.07,3.58,0.0,52.94,0.0,2018-09-09
5.27,0.58,398.15,16.78,30.3,2.15,0.13,57.69,0.0004352010482339805,2018-09-10
5.39,0.59,399.87,17.19,30.53,3.6,0.01,55.62,3.318045017238243e-05,2018-09-11
5.51,0.61,389.73,14.49,29.62,3.42,0.01,50.69,3.421036933864315e-05,2018-09-12
3.21,0.36,395.98,15.64,24.64,1.38,2.96,61.38,0.012187293061198009,2018-09-13
5.43,0.61,391.44,15.17,28.06,3.38,0.09,54.06,0.00032557951574901673,2018-09-14
6.14,0.7,375.8,13.08,27.55,2.65,0.01,51.31,3.6794029031066404e-05,2018-09-15
5.79,0.66,388.36,15.25,28.58,2.1,0.03,54.19,0.00010635484000343662,2018-09-16
5.13,0.59,403.79,14.99,28.9,2.19,0.02,48.62,7.016497453752705e-05,2018-09-17
3.54,0.41,408.75,13.77,25.35,1.93,6.07,49.19,0.024284709854509857,2018-09-18
5.12,0.59,397.49,16.48,27.19,1.64,2.07,59.69,0.007724352566859235,2018-09-19
4.49,0.52,387.67,16.92,25.44,1.08,4.18,66.06,0.016685548089316448,2018-09-20
5.64,0.66,369.31,14.92,25.69,2.29,2.43,60.75,0.009609046185474602,2018-09-21
3.54,0.42,386.29,15.19,25.36,5.45,0.35,61.44,0.0013995035039210397,2018-09-22
5.41,0.65,376.55,15.59,25.45,3.83,0.19,61.94,0.0007566548782169303,2018-09-23
5.96,0.72,359.85,13.62,26.36,3.33,0.01,55.12,3.846296972941069e-05,2018-09-24
5.53,0.67,380.27,15.01,27.01,3.16,0.6,59.56,0.0022515468867361946,2018-09-25
3.68,0.45,376.77,14.57,23.76,6.88,2.95,63.88,0.012566263959508401,2018-09-26
5.73,0.7,317.27,8.49,19.58,6.31,0.0,55.69,0.0,2018-09-27
5.6,0.7,325.05,10.04,19.75,4.72,0.04,62.0,0.0002055973428119382,2018-09-28
5.97,0.74,321.57,9.66,22.01,2.21,0.01,56.56,4.6147783987278895e-05,2018-09-29
5.85,0.73,336.31,8.82,23.06,2.01,0.0,50.69,0.0,2018-09-30
5.2,0.66,355.82,8.16,24.48,2.45,0.09,40.81,0.00037390629345085836,2018-10-01
2.84,0.36,360.16,11.99,17.35,4.51,9.78,73.06,0.05733745951317612,2018-10-02
3.86,0.5,350.01,10.46,17.08,2.03,4.8,70.56,0.02858889576676089,2018-10-03
3.58,0.46,354.76,11.32,16.12,3.95,9.64,75.5,0.0608133264079779,2018-10-04
5.13,0.67,330.67,9.39,19.02,2.7,0.02,63.38,0.00010678267232985941,2018-10-05
5.47,0.72,338.56,9.55,21.37,3.49,0.0,51.69,0.0,2018-10-06
5.35,0.71,338.09,8.08,22.3,4.01,0.0,43.81,0.0,2018-10-07
5.21,0.7,340.35,9.79,22.42,3.3,0.06,51.38,0.00027201972498115055,2018-10-08
2.82,0.38,377.13,16.19,20.47,3.51,9.67,79.25,0.047984605503999314,2018-10-09
3.5,0.48,369.41,14.83,21.42,4.74,0.39,71.94,0.0018492415071717683,2018-10-10
3.33,0.46,370.34,14.22,22.44,3.12,0.61,67.38,0.002759934212864351,2018-10-11
4.62,0.64,356.33,13.69,22.74,3.14,1.11,62.06,0.004949800707874821,2018-10-12
3.46,0.48,362.11,13.94,21.07,2.97,1.55,71.19,0.007465092363545117,2018-10-13
4.41,0.62,346.2,13.76,20.31,2.8,1.18,74.5,0.005909166466353336,2018-10-14
4.25,0.6,358.08,13.86,20.62,3.91,10.35,68.88,0.051067035558361305,2018-10-15
2.31,0.33,369.39,13.32,20.21,2.27,2.38,66.06,0.011974984277896018,2018-10-16
1.48,0.21,375.16,17.76,20.25,5.84,18.65,87.69,0.09390990954387803,2018-10-17
4.46,0.65,344.84,12.79,18.02,3.84,2.82,76.0,0.015986138733029676,2018-10-18
4.61,0.68,338.07,12.73,19.21,2.76,0.0,70.56,0.0,2018-10-19
4.33,0.64,347.11,14.05,19.58,2.77,0.01,77.0,5.180824312980087e-05,2018-10-20
4.53,0.68,341.48,14.28,21.24,1.66,0.22,71.62,0.001051297553119873,2018-10-21
3.83,0.58,342.73,11.88,19.73,4.21,0.19,67.81,0.0009788390137478503,2018-10-22
3.87,0.59,320.82,9.75,16.22,7.81,0.27,68.75,0.0016898086167457778,2018-10-23
4.29,0.66,314.48,9.62,16.43,5.51,0.07,68.94,0.0004323653296419042,2018-10-24
4.59,0.71,318.77,9.02,17.86,3.13,0.14,64.56,0.0007949621259716826,2018-10-25
4.58,0.72,308.27,8.12,16.9,4.22,0.0,58.19,0.0,2018-10-26
4.09,0.65,324.66,8.78,17.31,5.18,0.0,59.38,0.0,2018-10-27
3.46,0.55,356.25,11.04,18.18,7.91,0.4,64.5,0.0022469949675623406,2018-10-28
2.92,0.47,337.16,2.29,16.44,10.65,0.06,39.56,0.0003730337208779563,2018-10-29
4.63,0.75,270.52,-3.25,10.76,4.8,0.0,38.88,0.0,2018-10-30
3.53,0.58,318.06,3.61,14.42,4.67,0.15,46.38,0.0010577130306632506,2018-10-31
2.55,0.42,355.24,10.98,15.58,3.67,6.09,72.0,0.03973762521915974,2018-11-01
3.4,0.57,329.48,7.11,16.45,3.05,0.03,55.81,0.00018538943544047623,2018-11-02
1.48,0.25,336.85,10.01,11.94,3.94,8.93,86.69,0.07610330743995013,2018-11-03
3.24,0.55,312.73,6.42,13.57,5.34,0.06,63.88,0.0004499355275406511,2018-11-04
4.3,0.73,289.2,3.7,12.74,4.8,0.0,55.69,0.0,2018-11-05
3.48,0.6,310.65,3.41,13.64,3.87,0.0,51.31,0.0,2018-11-06
3.73,0.65,301.25,6.0,13.63,3.22,0.22,65.12,0.0016375909234097677,2018-11-07
4.16,0.73,287.56,1.7,14.15,3.12,0.0,45.5,0.0,2018-11-08
4.01,0.71,297.69,4.13,15.09,3.68,0.04,50.44,0.00026928295413237177,2018-11-09
3.54,0.63,311.63,6.89,12.01,4.12,1.11,73.31,0.009394306522100902,2018-11-10
3.41,0.62,306.59,8.98,12.94,4.83,0.31,80.44,0.0024299329215553478,2018-11-11
2.93,0.53,338.55,12.75,15.23,3.3,3.02,86.5,0.020076749614384694,2018-11-12
2.89,0.53,341.62,13.45,15.51,2.97,6.72,86.88,0.04382269600890325,2018-11-13
2.88,0.53,331.7,12.51,15.5,2.85,3.98,84.0,0.02598056242657326,2018-11-14
2.85,0.53,327.58,11.74,14.75,2.88,1.44,84.56,0.00990181938350826,2018-11-15
2.83,0.53,329.91,11.42,14.36,3.95,1.45,84.12,0.010262506667035343,2018-11-16
2.04,0.38,320.3,9.37,13.06,2.35,0.45,78.44,0.0035070195246728656,2018-11-17
3.43,0.66,307.55,8.08,13.27,3.77,0.1,73.44,0.0007678401902215735,2018-11-18
1.86,0.36,321.98,7.9,13.37,5.72,0.01,70.19,7.639235181260701e-05,2018-11-19
3.35,0.65,305.52,5.55,13.05,6.01,0.02,61.19,0.00015633556594578566,2018-11-20
3.77,0.73,279.81,3.2,12.62,4.35,0.0,53.94,0.0,2018-11-21
3.17,0.62,292.27,2.83,12.87,3.17,0.0,50.69,0.0,2018-11-22
3.31,0.66,296.16,4.0,12.33,3.73,0.0,57.12,0.0,2018-11-23
1.28,0.26,330.8,7.94,12.25,2.07,2.24,71.56,0.018589341242565595,2018-11-24
2.43,0.49,307.67,7.8,12.15,3.62,0.14,74.75,0.0011729124601557515,2018-11-25
2.47,0.5,309.03,5.83,12.34,6.41,0.06,64.06,0.0004951936297973172,2018-11-26
2.9,0.59,295.59,3.76,10.05,5.73,0.15,67.0,0.0015170851328550736,2018-11-27
2.44,0.5,301.24,5.55,9.83,5.45,0.04,76.44,0.0004126520418691947,2018-11-28
3.16,0.65,290.95,6.51,10.29,3.13,0.03,77.56,0.00029536533831553755,2018-11-29
3.0,0.62,288.91,1.32,10.2,5.05,0.0,56.19,0.0,2018-11-30
2.54,0.53,311.95,4.67,10.3,6.84,1.77,69.12,0.017457182540795528,2018-12-01
2.93,0.62,294.24,5.12,10.26,5.72,0.02,71.88,0.00019764834263464215,2018-12-02
3.33,0.7,286.27,4.97,10.89,2.86,0.0,68.25,0.0,2018-12-03
3.39,0.72,287.38,6.3,12.25,4.48,0.0,67.5,0.0,2018-12-04
3.25,0.7,285.54,6.3,11.83,4.41,0.0,68.19,0.0,2018-12-05
3.36,0.72,287.16,5.59,12.41,2.95,0.01,61.31,8.158998304380517e-05,2018-12-06
1.73,0.38,323.35,8.47,11.53,5.16,0.12,82.44,0.0010544004618445381,2018-12-07
2.91,0.62,302.68,8.09,11.58,3.78,0.15,82.06,0.001311300699188388,2018-12-08
3.19,0.7,281.62,6.54,10.44,3.91,0.02,75.75,0.00019378294314318585,2018-12-09
3.25,0.71,277.26,4.94,9.93,6.09,0.03,72.69,0.0003058694558060357,2018-12-10
3.26,0.71,271.7,4.59,9.72,3.83,0.0,71.06,0.0,2018-12-11
3.18,0.7,272.46,1.71,9.76,2.52,0.0,58.94,0.0,2018-12-12
3.16,0.7,279.76,0.75,9.61,4.56,0.0,54.31,0.0,2018-12-13
1.65,0.36,323.11,1.3,8.27,4.55,3.16,62.12,0.039006452398471884,2018-12-14
2.82,0.62,308.23,4.89,9.34,7.88,1.2,74.94,0.013043115921854838,2018-12-15
3.1,0.69,291.95,4.33,10.38,4.38,0.02,69.19,0.0001951328260276814,2018-12-16
2.72,0.6,293.68,4.48,10.96,5.69,0.01,65.06,9.238427824576844e-05,2018-12-17
3.27,0.73,260.55,1.3,8.01,4.17,0.02,67.31,0.0002522872247631532,2018-12-18
3.25,0.72,262.27,0.87,8.82,3.67,0.0,57.5,0.0,2018-12-19
2.98,0.66,291.38,2.44,9.99,2.52,0.0,58.44,0.0,2018-12-20
2.29,0.51,303.87,4.66,10.21,2.29,0.07,67.0,0.0006921393299158642,2018-12-21
3.17,0.7,267.48,4.58,8.84,2.8,0.0,72.62,0.0,2018-12-22
3.24,0.72,271.15,1.64,8.83,3.05,0.0,62.38,0.0,2018-12-23
3.22,0.71,282.58,2.94,10.75,3.5,0.0,57.19,0.0,2018-12-24
1.77,0.39,304.24,5.26,10.42,5.58,0.08,70.69,0.0007770171838125802,2018-12-25
3.01,0.66,265.99,3.66,7.83,3.44,0.0,74.5,0.0,2018-12-26
3.3,0.73,255.61,1.23,6.43,2.78,0.0,66.69,0.0,2018-12-27
3.22,0.71,268.63,0.49,6.76,2.12,0.0,59.5,0.0,2018-12-28
2.13,0.47,305.8,3.08,6.94,1.52,0.0,71.5,0.0,2018-12-29
3.08,0.67,273.02,2.69,7.17,1.92,0.01,70.44,0.00014108768748962995,2018-12-30
2.5,0.55,287.45,4.93,7.84,5.34,0.07,81.94,0.0009033055851112419,2018-12-31
1.96,0.43,302.89,5.66,8.83,6.57,0.21,82.19,0.0024052254114559474,2019-01-01
3.27,0.71,278.01,3.11,9.74,4.99,0.19,68.44,0.0019772941542046227,2019-01-02
2.76,0.59,271.51,1.12,6.73,4.77,0.58,69.62,0.008728364899407013,2019-01-03
1.87,0.4,290.06,-1.42,3.96,2.28,1.16,67.38,0.029622082028382842,2019-01-04
3.03,0.65,280.02,0.3,4.51,3.88,0.29,75.94,0.006500082223140087,2019-01-05
2.92,0.62,298.55,3.66,7.15,4.51,0.13,79.19,0.0018409667083156766,2019-01-06
2.53,0.54,299.02,4.59,7.36,3.73,0.37,81.31,0.005087826172674969,2019-01-07
2.89,0.61,296.48,2.63,6.61,3.54,0.13,74.75,0.001990445304827007,2019-01-08
2.48,0.52,294.49,2.61,6.93,5.1,0.15,75.69,0.002201922527490422,2019-01-09
2.6,0.54,300.12,1.78,6.48,3.87,5.52,74.12,0.08677920680521642,2019-01-10
2.19,0.45,287.88,0.65,4.4,4.13,5.12,78.31,0.11832026687739404,2019-01-11
2.99,0.62,266.45,-0.21,3.77,5.62,0.23,77.0,0.006184227187144623,2019-01-12
1.93,0.4,313.06,2.8,5.9,5.32,0.26,80.06,0.00446704457541574,2019-01-13
3.48,0.71,287.91,3.5,8.39,5.82,0.04,74.44,0.00048469946867732904,2019-01-14
3.33,0.67,277.24,3.67,7.84,4.41,0.06,74.75,0.0007766903998339654,2019-01-15
2.65,0.53,304.44,3.86,5.61,2.48,0.0,84.19,0.0,2019-01-16
3.28,0.66,260.76,2.55,6.79,1.73,0.0,71.75,0.0,2019-01-17
3.45,0.68,276.84,-0.89,7.3,2.8,0.01,55.44,0.0001392465138268507,2019-01-18
2.99,0.59,298.97,2.97,7.94,3.17,0.07,71.62,0.0008965289139338904,2019-01-19
3.63,0.71,277.06,2.29,8.4,4.03,0.28,69.31,0.0033927166660909355,2019-01-20
2.56,0.5,306.31,4.32,9.37,4.25,0.72,73.06,0.007835207802837427,2019-01-21
2.13,0.41,293.53,2.7,6.56,2.67,0.78,77.31,0.01211336779578585,2019-01-22
3.0,0.57,277.31,-0.24,5.58,4.88,0.65,68.62,0.011923779667809652,2019-01-23
2.61,0.49,298.21,-0.24,7.01,10.63,1.03,61.94,0.015104445506813155,2019-01-24
2.64,0.5,282.88,0.23,6.87,11.0,0.48,64.44,0.007147746715303134,2019-01-25
3.13,0.59,280.99,1.58,6.3,6.55,0.37,73.88,0.005979192382517585,2019-01-26
4.03,0.74,270.35,1.73,7.45,5.48,0.03,69.69,0.0004099220927994262,2019-01-27
2.45,0.45,295.39,3.14,7.04,4.73,2.22,77.19,0.032177643784786644,2019-01-28
3.64,0.66,280.4,0.17,6.12,5.93,0.61,68.5,0.01016650156402189,2019-01-29
2.64,0.48,305.12,1.78,7.05,4.42,0.26,67.62,0.003761641039105135,2019-01-30
2.84,0.51,299.8,2.32,7.73,5.23,0.0,69.06,0.0,2019-01-31
3.56,0.62,298.58,3.54,10.87,6.0,0.0,62.56,0.0,2019-02-01
2.65,0.46,301.09,-1.38,10.84,4.66,0.03,43.06,0.00028318324235951587,2019-02-02
2.55,0.45,288.54,0.23,7.0,4.37,3.8,66.56,0.055353255759489954,2019-02-03
2.6,0.45,297.8,2.61,6.73,10.09,1.51,75.56,0.022836562403256964,2019-02-04
2.03,0.34,311.2,3.65,9.12,13.48,0.53,69.19,0.005907289056974621,2019-02-05
4.26,0.72,268.45,2.31,8.86,7.34,0.05,67.56,0.0005724340927890958,2019-02-06
4.29,0.72,264.75,2.63,7.8,3.91,0.01,71.5,0.0001299784326223234,2019-02-07
4.15,0.69,274.77,3.21,9.2,2.89,0.0,69.31,0.0,2019-02-08
4.5,0.74,264.04,2.52,10.23,2.82,0.02,66.56,0.00019790269252448046,2019-02-09
4.64,0.76,267.22,-1.48,10.83,5.14,0.0,44.38,0.0,2019-02-10
3.99,0.64,293.19,1.74,12.45,4.81,0.19,52.31,0.0015469746583382901,2019-02-11
4.25,0.68,275.17,0.42,8.28,7.01,0.29,63.25,0.0035439457669757223,2019-02-12
4.73,0.75,253.37,0.3,7.48,5.56,0.01,66.94,0.0001348889363513311,2019-02-13
4.3,0.67,266.7,2.46,7.58,4.89,0.03,72.25,0.0003990642184024043,2019-02-14
5.02,0.78,247.73,-2.01,8.58,2.48,0.0,52.75,0.0,2019-02-15
4.58,0.7,257.62,0.54,7.45,4.8,0.01,64.62,0.00013561170405973746,2019-02-16
4.84,0.73,252.87,0.09,6.97,2.7,0.0,63.88,0.0,2019-02-17
3.97,0.6,266.26,0.46,7.34,3.45,0.0,64.75,0.0,2019-02-18
4.82,0.72,263.2,2.49,8.08,2.02,0.02,72.62,0.0002509484590232977,2019-02-19
4.71,0.7,268.94,3.63,8.96,2.09,0.04,73.88,0.0004523478216293388,2019-02-20
4.21,0.62,278.61,3.38,8.07,3.2,0.0,73.62,0.0,2019-02-21
4.41,0.64,278.77,2.82,8.64,3.66,0.08,72.56,0.00093637805726633,2019-02-22
3.5,0.51,312.98,2.03,8.94,8.28,1.2,66.19,0.01361267839870973,2019-02-23
2.68,0.38,293.95,-0.02,6.9,9.8,0.53,64.19,0.007784203729903589,2019-02-24
4.34,0.62,289.52,-0.44,7.17,6.22,0.06,64.75,0.0008465694421247052,2019-02-25
2.11,0.3,305.91,1.5,4.01,2.84,11.75,82.44,0.2966590476293328,2019-02-26
5.2,0.73,260.37,1.07,6.83,3.99,0.01,72.94,0.00014810350852231772,2019-02-27
5.41,0.75,259.92,2.45,9.03,4.7,0.01,69.0,0.00011206658189717909,2019-02-28
5.53,0.76,264.48,1.54,10.97,3.84,0.0,58.75,0.0,2019-03-01
5.23,0.71,272.57,1.69,11.44,5.13,0.0,56.25,0.0,2019-03-02
5.5,0.74,269.86,2.85,11.01,3.83,0.0,66.62,0.0,2019-03-03
5.75,0.77,268.37,-0.85,11.88,2.39,0.0,52.81,0.0,2019-03-04
5.8,0.77,276.62,-1.1,14.37,3.06,0.0,39.56,0.0,2019-03-05
5.6,0.73,292.95,0.02,14.84,4.66,0.0,39.69,0.0,2019-03-06
5.61,0.73,288.91,-3.2,15.01,4.67,0.0,29.81,0.0,2019-03-07
4.52,0.59,304.42,1.05,13.16,3.71,0.0,44.12,0.0,2019-03-08
4.11,0.52,306.67,5.32,13.76,6.0,0.0,64.19,0.0,2019-03-09
5.01,0.63,294.7,0.49,12.92,4.17,0.0,47.06,0.0,2019-03-10
4.43,0.55,311.41,5.5,13.79,6.12,0.0,60.81,0.0,2019-03-11
6.15,0.77,265.12,1.62,11.24,8.01,0.05,58.12,0.0004501837429906515,2019-03-12
6.18,0.77,285.2,1.16,13.48,3.67,1.87,51.19,0.014069345864739666,2019-03-13
4.44,0.55,305.65,3.45,11.41,7.4,0.37,63.62,0.0032859344586321274,2019-03-14
5.84,0.71,282.86,3.38,12.19,5.39,0.0,62.62,0.0,2019-03-15
6.48,0.79,273.85,1.43,15.18,2.99,0.0,47.19,0.0,2019-03-16
6.45,0.77,286.11,0.26,16.39,3.77,0.0,37.44,0.0,2019-03-17
5.95,0.71,300.48,2.01,16.83,5.15,0.03,41.0,0.00018123167202217317,2019-03-18
4.98,0.59,312.89,3.53,12.71,6.75,0.18,61.31,0.0014389056062278718,2019-03-19
2.0,0.23,328.71,4.55,10.3,6.57,9.59,72.88,0.09463812722459906,2019-03-20
3.49,0.41,340.45,5.87,12.23,3.15,9.76,73.44,0.08126335712244429,2019-03-21
3.17,0.37,331.54,6.58,10.05,3.31,8.61,82.06,0.08700880079245427,2019-03-22
2.45,0.28,325.01,7.58,10.71,3.95,4.61,86.06,0.04365721052041854,2019-03-23
5.6,0.64,297.93,4.35,13.0,2.8,0.0,64.56,0.0,2019-03-24
6.23,0.7,306.08,3.85,15.37,3.11,0.01,52.94,6.602963277703632e-05,2019-03-25
5.43,0.61,330.04,7.49,15.98,4.27,17.52,63.19,0.11147480798910248,2019-03-26
2.19,0.24,328.27,5.76,10.44,4.63,9.21,77.12,0.08958605938335852,2019-03-27
4.23,0.47,314.98,5.44,11.05,5.61,0.65,74.5,0.005962184452033787,2019-03-28
5.82,0.64,293.77,4.43,12.06,3.76,0.05,69.69,0.00041940245410474565,2019-03-29
6.56,0.72,290.24,4.92,14.05,2.09,0.01,63.44,7.205892517565681e-05,2019-03-30
5.0,0.55,324.86,5.12,14.09,3.32,0.03,60.19,0.00021632943287386153,2019-03-31
3.08,0.34,341.88,7.12,12.26,3.69,3.63,78.38,0.030145328136689492,2019-04-01
6.38,0.69,315.67,3.53,14.64,2.41,0.12,60.62,0.0008328521994101402,2019-04-02
4.4,0.47,349.37,8.23,14.95,5.59,5.07,67.12,0.0345350972488476,2019-04-03
3.79,0.41,364.42,9.6,16.3,4.91,7.93,66.0,0.049762486161783935,2019-04-04
3.4,0.36,326.61,8.19,11.7,4.07,7.23,82.88,0.06318441201546746,2019-04-05
5.25,0.55,324.76,6.55,13.97,3.6,1.78,68.31,0.013006362342524724,2019-04-06
5.91,0.62,303.84,3.57,12.97,5.17,0.36,61.62,0.002829190268582038,2019-04-07
6.58,0.69,300.35,2.82,13.3,4.18,0.05,56.0,0.0003823402699948627,2019-04-08
5.7,0.59,326.81,6.15,15.94,4.41,0.54,56.88,0.0034476986888517473,2019-04-09
5.82,0.6,323.09,4.96,15.87,4.17,0.49,60.5,0.0031450365162027025,2019-04-10
6.22,0.64,304.43,5.12,14.12,2.81,0.42,63.25,0.0030289073761432116,2019-04-11
6.44,0.66,297.31,2.58,14.34,4.28,0.01,56.12,7.094427127673051e-05,2019-04-12
5.55,0.56,296.68,2.82,13.69,4.88,0.01,57.5,7.423973992525506e-05,2019-04-13
7.34,0.74,283.7,-1.47,14.68,3.77,0.0,42.0,0.0,2019-04-14
7.19,0.73,304.66,4.08,18.0,5.09,0.0,45.75,0.0,2019-04-15
6.84,0.69,318.62,6.84,18.62,2.76,0.0,56.94,0.0,2019-04-16
7.18,0.71,314.05,7.8,19.6,3.27,0.0,57.62,0.0,2019-04-17
6.72,0.66,326.44,8.45,18.72,4.2,0.0,61.38,0.0,2019-04-18
4.92,0.48,343.48,9.71,16.76,7.0,0.0,71.94,0.0,2019-04-19
3.99,0.39,361.43,10.03,16.98,8.06,0.0,72.5,0.0,2019-04-20
4.57,0.45,378.38,9.44,19.59,4.8,1.43,61.94,0.00745949681354008,2019-04-21
5.59,0.55,362.6,5.85,20.12,6.56,0.0,42.88,0.0,2019-04-22
7.62,0.74,316.82,4.26,19.22,5.62,0.0,41.69,0.0,2019-04-23
6.27,0.61,345.53,4.69,20.15,4.19,0.01,40.06,5.0538094847839594e-05,2019-04-24
7.05,0.68,340.71,9.98,21.44,2.83,0.0,61.25,0.0,2019-04-25
6.72,0.64,345.74,10.55,21.9,4.58,0.02,59.19,9.270656439579406e-05,2019-04-26
7.87,0.75,305.43,4.44,18.5,6.48,0.0,48.06,0.0,2019-04-27
8.11,0.77,291.37,5.38,17.79,4.25,0.01,55.44,5.6983000749044e-05,2019-04-28
7.43,0.7,320.91,7.18,20.92,2.69,0.84,52.0,0.00407922938945028,2019-04-29
5.24,0.49,350.3,10.15,17.51,2.2,8.45,71.0,0.049044241661351864,2019-04-30
8.04,0.76,302.1,7.56,19.72,2.32,0.19,61.06,0.0009794365795625566,2019-05-01
6.67,0.62,336.12,7.89,18.62,3.91,0.07,59.81,0.0003821426883218083,2019-05-02
4.13,0.38,367.13,10.78,20.45,3.65,2.88,61.12,0.014382525832471398,2019-05-03
4.93,0.46,350.69,9.25,18.4,7.79,0.26,63.19,0.0014437614394760452,2019-05-04
7.68,0.71,305.46,5.62,18.48,4.94,0.01,55.12,5.50908389052603e-05,2019-05-05
8.39,0.77,282.39,2.47,17.54,4.22,0.0,49.38,0.0,2019-05-06
8.13,0.75,304.41,5.65,19.66,1.91,0.0,54.38,0.0,2019-05-07
7.66,0.7,331.96,7.4,21.19,4.19,0.0,54.0,0.0,2019-05-08
7.38,0.68,351.57,6.51,26.3,3.34,0.0,36.5,0.0,2019-05-09
7.66,0.7,359.62,11.62,26.63,2.09,0.0,49.0,0.0,2019-05-10
7.31,0.66,374.86,10.05,26.12,2.88,0.16,44.88,0.0006223429081993055,2019-05-11
7.53,0.69,332.32,7.63,21.37,7.83,0.12,49.06,0.0005706230798780462,2019-05-12
6.38,0.58,323.2,4.62,17.48,7.89,0.17,50.12,0.0009893535200749298,2019-05-13
4.27,0.38,352.41,8.14,17.91,4.84,2.49,61.75,0.014141007931010703,2019-05-14
8.32,0.75,312.91,6.53,20.01,4.04,0.01,52.62,5.088904613305507e-05,2019-05-15
8.52,0.77,294.02,3.33,19.71,5.77,0.0,43.94,0.0,2019-05-16
7.13,0.64,341.53,6.13,21.78,6.21,0.0,49.0,0.0,2019-05-17
7.39,0.66,346.53,6.76,23.12,3.8,0.0,45.62,0.0,2019-05-18
5.19,0.46,359.34,7.09,20.6,3.1,0.15,49.62,0.0007421275475689058,2019-05-19
6.91,0.62,327.12,7.19,20.05,2.03,0.0,55.5,0.0,2019-05-20
6.05,0.54,337.1,8.51,18.65,3.01,0.03,61.12,0.00016338542502305768,2019-05-21
5.17,0.46,372.98,10.67,20.48,1.9,3.25,65.0,0.016112671077559874,2019-05-22
7.67,0.68,349.12,9.12,23.76,1.62,0.03,53.31,0.0001281738485017607,2019-05-23
4.6,0.41,371.61,12.09,21.14,3.48,5.09,65.31,0.024477376584400575,2019-05-24
2.29,0.2,382.3,12.2,20.04,2.9,13.56,69.0,0.06898814004666091,2019-05-25
3.79,0.34,363.71,10.05,19.06,6.68,0.79,63.12,0.004228513269514758,2019-05-26
4.27,0.38,351.2,9.2,18.95,5.66,0.37,59.56,0.001989145951825412,2019-05-27
7.65,0.67,344.97,8.0,22.48,3.38,0.0,47.62,0.0,2019-05-28
6.27,0.55,371.65,8.94,24.83,3.73,0.05,44.06,0.00020464952719683702,2019-05-29
7.08,0.62,341.91,7.95,21.21,5.16,0.01,51.5,4.778497394630357e-05,2019-05-30
8.07,0.71,326.05,7.2,20.5,4.43,0.0,53.75,0.0,2019-05-31
7.71,0.67,332.54,8.89,20.62,4.56,0.0,57.75,0.0,2019-06-01
8.62,0.76,316.38,6.55,22.08,2.88,0.0,48.25,0.0,2019-06-02
8.48,0.74,335.85,7.15,24.88,2.97,0.0,41.19,0.0,2019-06-03
8.12,0.71,355.8,8.37,26.55,4.03,0.0,39.62,0.0,2019-06-04
8.11,0.71,364.59,7.23,28.22,4.28,0.08,31.69,0.00028871672060944457,2019-06-05
5.3,0.46,388.79,11.2,26.87,3.99,0.21,43.88,0.0007943947830022659,2019-06-06
8.23,0.72,364.17,10.89,28.78,3.12,0.0,40.94,0.0,2019-06-07
8.11,0.7,373.96,7.72,28.76,5.04,0.0,32.81,0.0,2019-06-08
8.19,0.71,370.05,6.9,28.67,4.84,0.18,31.06,0.0006371404782913783,2019-06-09
6.39,0.55,400.35,7.87,28.93,4.16,0.0,34.0,0.0,2019-06-10
5.76,0.5,416.25,10.48,27.8,6.01,0.0,43.38,0.0,2019-06-11
7.82,0.68,380.11,12.97,27.55,5.76,0.0,51.12,0.0,2019-06-12
